Date,Website,Disallowed Bot
2026-05-05,yahoo.com,CCBot
2026-05-05,yahoo.com,GPTBot
2026-05-05,yahoo.com,Google-Extended
2026-05-05,globo.com,AliyunSecBot
2026-05-05,globo.com,anthropic-ai
2026-05-05,globo.com,Applebot-Extended
2026-05-05,globo.com,archive.org_bot
2026-05-05,globo.com,AudigentAdBot
2026-05-05,globo.com,AwarioSmartBot
2026-05-05,globo.com,BLEXBot
2026-05-05,globo.com,Bytespider
2026-05-05,globo.com,CCBot
2026-05-05,globo.com,ChatGPT-User
2026-05-05,globo.com,ClaudeBot
2026-05-05,globo.com,Claude-SearchBot
2026-05-05,globo.com,Claude-User
2026-05-05,globo.com,Claude-Web
2026-05-05,globo.com,cohere-ai
2026-05-05,globo.com,DataForSeoBot
2026-05-05,globo.com,Diffbot
2026-05-05,globo.com,DuckAssistBot
2026-05-05,globo.com,EchoboxBot
2026-05-05,globo.com,FacebookBot
2026-05-05,globo.com,FriendlyCrawler
2026-05-05,globo.com,Google-CloudVertexBot
2026-05-05,globo.com,Google-Extended
2026-05-05,globo.com,GPTBot
2026-05-05,globo.com,ImagesiftBot
2026-05-05,globo.com,Jetslide
2026-05-05,globo.com,magpie-crawler
2026-05-05,globo.com,meta-externalagent
2026-05-05,globo.com,meta-externalfetcher
2026-05-05,globo.com,meta-webindexer/1.1
2026-05-05,globo.com,MyCentralAIScraperBot
2026-05-05,globo.com,NewsNow
2026-05-05,globo.com,news-please
2026-05-05,globo.com,OAI-SearchBot
2026-05-05,globo.com,omgili
2026-05-05,globo.com,omgilibot
2026-05-05,globo.com,peer39_crawler/1.0
2026-05-05,globo.com,PerplexityBot
2026-05-05,globo.com,Perplexity-User
2026-05-05,globo.com,Poseidon Research Crawler
2026-05-05,globo.com,quillbot.com
2026-05-05,globo.com,Quora-Bot
2026-05-05,globo.com,Scrapy
2026-05-05,globo.com,SeekrBot
2026-05-05,globo.com,SeznamHomepageCrawler
2026-05-05,globo.com,TaraGroup Intelligent Bot
2026-05-05,globo.com,Timpibot
2026-05-05,globo.com,TurnitinBot
2026-05-05,globo.com,ViennaTinyBot
2026-05-05,globo.com,YouBot
2026-05-05,nytimes.com,Amazonbot
2026-05-05,nytimes.com,magpie-crawler
2026-05-05,nytimes.com,CCBot
2026-05-05,nytimes.com,ClaudeBot
2026-05-05,nytimes.com,Claude-Web
2026-05-05,nytimes.com,anthropic-ai
2026-05-05,nytimes.com,cohere-ai
2026-05-05,nytimes.com,Bytespider
2026-05-05,nytimes.com,PetalBot
2026-05-05,nytimes.com,Scrapy
2026-05-05,nytimes.com,Applebot-Extended
2026-05-05,nytimes.com,GPTBot
2026-05-05,nytimes.com,ChatGPT-User
2026-05-05,nytimes.com,Google-Extended
2026-05-05,nytimes.com,Perplexity-User
2026-05-05,nytimes.com,Google-CloudVertexBot
2026-05-05,nytimes.com,meta-externalagent
2026-05-05,nytimes.com,OAI-SearchBot
2026-05-05,nytimes.com,YandexAdditional
2026-05-05,nytimes.com,YandexAdditionalBot
2026-05-05,nytimes.com,TurnitinBot
2026-05-05,nytimes.com,Amzn-SearchBot
2026-05-05,nytimes.com,Amzn-User
2026-05-05,nytimes.com,ProRataInc
2026-05-05,nytimes.com,CloudflareBrowserRenderingCrawler
2026-05-05,nytimes.com,AhrefsBot
2026-05-05,bbc.co.uk,Amazonbot
2026-05-05,bbc.co.uk,magpie-crawler
2026-05-05,bbc.co.uk,CCBot
2026-05-05,bbc.co.uk,Claude-Web
2026-05-05,bbc.co.uk,ClaudeBot
2026-05-05,bbc.co.uk,anthropic-ai
2026-05-05,bbc.co.uk,cohere-ai
2026-05-05,bbc.co.uk,Bytespider
2026-05-05,bbc.co.uk,PetalBot
2026-05-05,bbc.co.uk,Scrapy
2026-05-05,bbc.co.uk,Applebot-Extended
2026-05-05,bbc.co.uk,GPTBot
2026-05-05,bbc.co.uk,ChatGPT-User
2026-05-05,bbc.co.uk,Google-Extended
2026-05-05,bbc.co.uk,Perplexity-User
2026-05-05,bbc.co.uk,Google-CloudVertexBot
2026-05-05,bbc.co.uk,meta-externalagent
2026-05-05,bbc.co.uk,OAI-SearchBot
2026-05-05,bbc.co.uk,YandexAdditional
2026-05-05,bbc.co.uk,YandexAdditionalBot
2026-05-05,bbc.co.uk,TurnitinBot
2026-05-05,bbc.co.uk,Amzn-SearchBot
2026-05-05,bbc.co.uk,Amzn-User
2026-05-05,bbc.co.uk,ProRataInc
2026-05-05,bbc.co.uk,CloudflareBrowserRenderingCrawler
2026-05-05,bbc.co.uk,AhrefsBot
2026-05-05,bbc.com,GPTBot
2026-05-05,bbc.com,Google-Extended
